Word,Count,Typed Correctly,WPM,Error-free %
Sheba,3,1.0,115.62480533333333,100.0
Shechem,12,0.75,98.51010866666667,75.0
Shechemites,1,0.0,63.259038,0.0
Shelah,10,1.0,115.15352579999998,100.0
Sheleph,1,0.0,53.577011,0.0
Shem,15,1.0,114.15425826666666,100.0
Shemeber,1,1.0,110.746749,100.0
Shepho,1,1.0,73.316776,100.0
Shillem,1,1.0,122.883835,100.0
Shimei,1,0.0,41.07428,0.0
Shimron,1,1.0,113.111333,100.0
Shinab,1,1.0,129.389381,100.0
Shinar,4,0.5,87.63942325,50.0
Shiphrah,1,0.0,28.371271,0.0
Shobal,3,1.0,109.62500399999999,100.0
Should,2,0.5,104.6269515,50.0
Show,1,1.0,95.357595,100.0
Shua,2,1.0,116.7833,100.0
Shuah,1,1.0,120.277218,100.0
Shuni,1,0.0,35.895745,0.0
Shur,3,1.0,115.87129566666665,100.0
Sidon,3,1.0,112.75219466666665,100.0
Simeon,13,1.0,135.54188753846154,100.0
Similarly,1,1.0,139.324818,100.0
Since,2,0.5,96.94408100000001,50.0
Sinite,1,1.0,133.818055,100.0
Siphmoth,1,1.0,65.475437,100.0
Sithri,1,1.0,114.906029,100.0
Sleep,2,1.0,92.6947045,100.0
So,21,0.9523809523809523,68.06702923809523,95.23809523809523
Soccoth,2,1.0,95.5945475,100.0
Sodom,17,0.9411764705882353,118.82578741176471,94.11764705882352
Sodomites,1,1.0,142.621945,100.0
Some,1,1.0,142.722155,100.0
Someone,1,1.0,118.401884,100.0
Sons,1,0.0,41.629038,0.0
Speak,6,0.5,68.19775316666666,50.0
Spirit,8,0.875,109.03551925,87.5
Stand,1,1.0,100.015923,100.0
Straw,2,0.5,82.8139785,50.0
Striker,1,1.0,127.72033,100.0
Succoth,2,1.0,137.46078799999998,100.0
Supreme,1,1.0,120.564825,100.0
Syria,8,0.875,122.48447887500001,87.5
Syrian,2,1.0,143.303034,100.0
Syrians,1,0.0,47.96936,0.0
Tahash,1,1.0,110.564352,100.0
Take,13,0.9230769230769231,105.15959592307692,92.3076923076923
Taking,2,1.0,95.722196,100.0
Tamar,4,1.0,107.72123125,100.0
Tarshish,1,1.0,147.034105,100.0
Tebah,1,0.0,29.164174,0.0
Tell,5,0.8,102.3645902,80.0
Tema,1,1.0,135.556739,100.0
Teman,3,1.0,94.33803999999999,100.0
Temanites,1,1.0,98.55983,100.0
Tents,1,1.0,123.635048,100.0
Terah,8,0.75,104.873258875,75.0
Testimony,1,1.0,118.505423,100.0
That,1,1.0,106.609551,100.0
The,133,0.9097744360902256,81.55123557142856,90.97744360902256
Their,2,1.0,125.219447,100.0
Then,122,0.8934426229508197,83.7140635409836,89.34426229508196
There,23,0.9565217391304348,118.69737891304348,95.65217391304348
Thereafter,1,1.0,115.6713,100.0
Therefore,73,0.6438356164383562,99.5402455890411,64.38356164383562
Thereupon,1,1.0,117.134259,100.0
These,48,0.9166666666666666,106.03144910416667,91.66666666666666
They,18,0.7222222222222222,81.06115522222223,72.22222222222221
This,35,0.9428571428571428,107.97168297142858,94.28571428571428
Thorns,2,1.0,104.8831715,100.0
Though,1,1.0,116.86402,100.0
Thus,17,1.0,105.09496194117646,100.0
Tidal,2,1.0,126.029196,100.0
Tigris,1,1.0,110.335392,100.0
Timna,3,0.6666666666666666,86.56553466666666,66.66666666666666
Timnah,3,0.6666666666666666,79.190963,66.66666666666666
Timothy,1,1.0,150.088944,100.0
Tip,1,0.0,33.502159,0.0
Tiras,1,1.0,135.363739,100.0
To,10,1.0,56.3037511,100.0
Today,1,0.0,37.216082,0.0
Togarmah,1,1.0,119.982679,100.0
Tola,1,1.0,111.574966,100.0
Tomb,2,1.0,88.3837485,100.0
Tomorrow,3,0.6666666666666666,97.72609833333335,66.66666666666666
Tower,1,1.0,111.400763,100.0
Tribes,1,1.0,95.974219,100.0
Truly,7,1.0,81.739207,100.0
Tubal,1,1.0,144.480202,100.0
Tubalcain,2,0.5,78.5501635,50.0
Two,1,1.0,91.946152,100.0
Tying,1,1.0,59.626816,100.0
Under,1,1.0,162.448362,100.0
Unless,3,1.0,101.02357533333333,100.0
Upon,2,1.0,118.427243,100.0
Ur,3,1.0,93.00512366666665,100.0
Uz,3,1.0,94.47814333333334,100.0
Uzal,1,1.0,111.467991,100.0
Uzziel,2,1.0,90.4508085,100.0
WHO,2,1.0,112.252706,100.0
Wait,1,0.0,53.63358,0.0
Walk,1,1.0,120.051883,100.0
Was,1,1.0,127.334765,100.0
Wash,1,1.0,150.792271,100.0
We,28,0.9642857142857143,77.88683167857143,96.42857142857143
Weeping,1,1.0,126.677534,100.0
Well,2,1.0,123.864313,100.0
West,1,1.0,82.448922,100.0
What,36,0.9166666666666666,98.96069794444445,91.66666666666666
Whatever,4,0.5,77.30831475,50.0
When,17,0.8823529411764706,90.66218264705881,88.23529411764706
Whenever,1,1.0,78.105592,100.0
Where,9,0.8888888888888888,111.21641911111111,88.88888888888889
Whichever,1,1.0,66.22548,100.0
While,2,1.0,101.7707655,100.0
Who,8,0.875,84.007045625,87.5
Whoever,6,0.3333333333333333,68.55707366666667,33.33333333333333
Whose,4,1.0,114.9255965,100.0
Why,30,0.8333333333333334,76.32704526666666,83.33333333333334
Will,2,1.0,104.237954,100.0
With,4,0.75,91.0134695,75.0
Withdraw,3,0.6666666666666666,88.39399366666667,66.66666666666666
Witness,2,1.0,97.39821,100.0
Word,39,0.8974358974358975,139.60974220512819,89.74358974358975
Would,3,1.0,149.16730266666664,100.0
Yes,1,1.0,121.920862,100.0
Yet,28,0.8571428571428571,90.43065396428571,85.71428571428571
You,74,0.9054054054054054,90.22219205405405,90.54054054054053
Your,24,0.9583333333333334,114.97800525000001,95.83333333333334
Zaavan,1,0.0,32.869271,0.0
Zeboiim,3,0.3333333333333333,46.675491,33.33333333333333
Zebulun,5,0.8,89.2502964,80.0
Zepho,2,1.0,96.74325200000001,100.0
Zerah,5,0.8,99.8574072,80.0
Zibeon,6,0.8333333333333334,124.53992933333332,83.33333333333334
Zichri,1,0.0,46.709829,0.0
Ziklag,1,1.0,114.487064,100.0
Zillah,3,0.3333333333333333,79.22697933333333,33.33333333333333
Zilpah,6,1.0,123.90592416666668,100.0
Zimran,1,1.0,95.561723,100.0
Ziphion,1,1.0,62.063967,100.0
Zipporah,2,0.5,75.109008,50.0
Zoar,7,0.8571428571428571,113.16587928571428,85.71428571428571
Zohar,4,1.0,128.75710325,100.0
Zuzim,1,0.0,40.532278,0.0
a,519,0.9788053949903661,261.89865053949904,97.88053949903662
abdomen,1,1.0,85.725685,100.0
ability,3,1.0,159.9401983333333,100.0
able,47,0.9787234042553191,199.59456529787232,97.87234042553192
abominations,1,1.0,165.867441,100.0
about,31,0.8709677419354839,182.76793870967742,87.09677419354838
above,13,1.0,142.60975815384614,100.0
abroad,1,1.0,195.559309,100.0
absence,1,1.0,166.280875,100.0
absent,1,1.0,211.07711,100.0
abundance,6,0.6666666666666666,132.78189183333333,66.66666666666666
abundant,1,1.0,191.110846,100.0
abuse,4,1.0,150.82494775,100.0
abyss,10,0.9,119.8504054,90.0
accept,10,0.8,139.7233349,80.0
accepted,4,1.0,151.775399,100.0
accepts,1,1.0,128.649314,100.0
accompanied,1,0.0,89.180199,0.0
accompany,2,0.0,29.867622,0.0
accomplish,4,1.0,159.692553,100.0
accomplished,5,1.0,157.3885066,100.0
according,36,0.6944444444444444,143.29570863888887,69.44444444444444
accusation,1,1.0,127.725138,100.0
accuse,2,1.0,108.2941195,100.0
accused,1,1.0,140.893904,100.0
accustomed,4,1.0,140.6211325,100.0
achieved,1,1.0,155.958539,100.0
acknowledged,1,1.0,129.74775,100.0
acknowledging,1,0.0,63.135708,0.0
acquired,2,1.0,148.2231935,100.0
across,10,0.9,135.0866515,90.0
act,13,0.9230769230769231,124.85624215384615,92.3076923076923
acted,8,1.0,149.247837625,100.0
acts,1,1.0,154.400831,100.0
actually,1,0.0,77.57769,0.0
add,3,1.0,131.75643,100.0
added,5,1.0,136.88468200000003,100.0
adding,1,1.0,130.907857,100.0
addition,1,1.0,155.968983,100.0
adhere,2,1.0,134.76443749999999,100.0
adolescent,1,1.0,137.824754,100.0
adopted,1,1.0,128.154023,100.0
adored,4,0.75,128.35354375,75.0
adorn,1,1.0,135.765135,100.0
adornment,1,1.0,135.76871,100.0
adultery,1,0.0,51.976376,0.0
adults,1,1.0,127.03704,100.0
advance,2,1.0,162.31054799999998,100.0
advanced,4,1.0,150.98863125,100.0
advances,2,0.5,91.6274095,50.0
advancing,4,1.0,140.12212225000002,100.0
adversity,1,1.0,112.366602,100.0
afar,2,1.0,124.8235435,100.0
afflict,4,0.75,103.23303075,75.0
afflicted,6,0.8333333333333334,120.36560850000001,83.33333333333334
affliction,7,0.7142857142857143,119.10117257142858,71.42857142857143
afraid,24,0.875,162.19628016666667,87.5
after,86,0.9534883720930233,141.22659275581395,95.34883720930233
afternoon,1,1.0,122.32409,100.0
afterward,1,1.0,168.879229,100.0
afterwards,2,1.0,153.479436,100.0
again,33,0.8787878787878788,167.23569984848484,87.87878787878788
against,42,0.8095238095238095,151.7425569047619,80.95238095238095
age,11,1.0,153.22891554545456,100.0
ago,2,1.0,128.486121,100.0
agree,3,1.0,166.152645,100.0
agreed,5,0.8,131.4755568,80.0
agreement,1,1.0,177.166188,100.0
agriculture,1,0.0,48.857669,0.0
ahead,4,1.0,197.549844,100.0
air,12,0.75,170.45521975,75.0
alive,9,0.7777777777777778,120.69165933333335,77.77777777777779
all,324,0.9629629629629629,130.92703058641976,96.29629629629629
allow,1,0.0,22.912624,0.0
almighty,1,1.0,142.88927,100.0
almond,1,1.0,163.672885,100.0
almonds,1,1.0,172.429502,100.0
alone,4,1.0,157.65480875,100.0
along,26,0.9230769230769231,165.2778153076923,92.3076923076923
already,2,1.0,166.2374405,100.0
also,97,0.9587628865979382,137.11960279381444,95.87628865979381
altar,15,0.8666666666666667,131.49896586666668,86.66666666666667
although,2,1.0,154.5126805,100.0
always,2,1.0,171.280853,100.0
am,65,0.9692307692307692,149.20480995384617,96.92307692307692
ambassador,1,1.0,104.105602,100.0
amid,2,0.5,78.52189100000001,50.0
among,46,0.9347826086956522,154.48108204347827,93.47826086956522
amount,2,1.0,223.062632,100.0
an,48,0.9583333333333334,160.78272845833334,95.83333333333334
ancestors,2,1.0,148.669185,100.0
ancient,1,1.0,128.692056,100.0
and,2327,0.9626128061882252,220.00737582810487,96.26128061882252
angry,14,0.9285714285714286,139.22874785714285,92.85714285714286
anguish,2,1.0,137.6358505,100.0
animal,6,1.0,168.12912883333334,100.0
animals,20,0.9,133.9857563,90.0
ankle,1,1.0,140.314339,100.0
announce,1,1.0,187.266638,100.0
announced,1,0.0,31.453046,0.0
announcement,1,1.0,184.654639,100.0
anointed,1,1.0,148.227496,100.0
another,40,0.85,168.70814485,85.0
answer,2,1.0,140.594874,100.0
answered,33,0.7878787878787878,136.92127848484847,78.78787878787878
any,25,0.96,134.29307456,96.0
anyone,6,0.8333333333333334,138.19006983333335,83.33333333333334
anything,23,0.9130434782608695,196.30073826086957,91.30434782608695
apart,1,1.0,128.467422,100.0
apparel,1,1.0,118.038866,100.0
apparent,1,1.0,150.393743,100.0
appear,5,1.0,178.2490532,100.0
appearance,3,0.6666666666666666,124.54118733333333,66.66666666666666
appeared,22,0.8636363636363636,159.7181324090909,86.36363636363636
appears,1,1.0,156.107629,100.0
appease,1,1.0,149.987395,100.0
apply,1,1.0,113.108319,100.0
appoint,4,1.0,165.1992945,100.0
appointed,7,0.8571428571428571,119.44217028571428,85.71428571428571
approach,1,0.0,46.064907,0.0
approached,8,0.875,160.06973625,87.5
approaches,3,0.6666666666666666,125.266954,66.66666666666666
approaching,7,0.7142857142857143,157.03201242857145,71.42857142857143
approved,1,1.0,165.550076,100.0
arc,3,1.0,130.19566233333333,100.0
archer,1,1.0,185.684643,100.0
are,182,0.9725274725274725,172.35991147802198,97.25274725274726
area,1,1.0,205.411094,100.0
argued,1,1.0,129.528426,100.0
arise,1,1.0,136.777057,100.0
arisen,1,1.0,177.453922,100.0
arising,2,0.5,96.815332,50.0
ark,26,0.9230769230769231,152.29835246153846,92.3076923076923
arm,3,1.0,122.54162966666667,100.0
armed,2,1.0,123.878973,100.0
arms,2,1.0,162.8518995,100.0
army,10,1.0,145.48227939999998,100.0
aromatics,2,1.0,167.732586,100.0
arose,8,0.875,149.879284375,87.5
around,7,1.0,227.04910414285715,100.0
arrival,1,1.0,102.003876,100.0
arrivals,1,1.0,115.307172,100.0
arrive,9,1.0,143.38890388888888,100.0
arrived,50,0.92,141.03640416,92.0
arrives,5,0.8,125.217787,80.0
arriving,2,1.0,138.20079750000002,100.0
art,1,1.0,123.63593,100.0
artisan,1,1.0,109.840921,100.0
as,250,0.944,164.862148364,94.39999999999999
ascend,2,1.0,153.2598345,100.0
ascended,12,0.9166666666666666,142.58087700000002,91.66666666666666
ascending,1,1.0,172.97281,100.0
ascends,1,1.0,147.901811,100.0
ashamed,2,1.0,167.97047099999997,100.0
ashes,5,0.6,120.12646199999999,60.0
aside,7,0.8571428571428571,150.89124228571427,85.71428571428571
ask,9,1.0,162.9208887777778,100.0
asked,1,1.0,233.855215,100.0
asking,1,1.0,236.808668,100.0
asleep,1,1.0,133.546681,100.0
assembly,3,0.6666666666666666,107.566503,66.66666666666666
associate,1,1.0,167.881151,100.0
astonished,2,1.0,148.50691949999998,100.0
at,115,0.8869565217391304,146.00635970434783,88.69565217391305
ate,13,1.0,160.64073276923077,100.0
attached,1,1.0,156.820967,100.0
attended,1,1.0,153.442712,100.0
attention,1,1.0,169.10099,100.0
attestation,1,1.0,147.087718,100.0
attractive,1,1.0,124.93473,100.0
augmented,1,1.0,129.521046,100.0
aunt,1,1.0,194.498718,100.0
authority,4,0.75,167.5380975,75.0
awakened,3,1.0,145.654225,100.0
awaking,1,1.0,154.261254,100.0
away,81,0.9382716049382716,157.41819624691357,93.82716049382715
back,31,0.9354838709677419,158.77034967741935,93.54838709677419
backward,2,0.5,106.4815455,50.0
backwards,1,1.0,142.749398,100.0
badly,1,1.0,126.938049,100.0
bag,1,1.0,135.717886,100.0
bags,1,1.0,85.576231,100.0
bake,1,0.0,66.222593,0.0
baked,4,1.0,139.56775875,100.0
baking,1,1.0,121.417893,100.0
band,1,1.0,179.801518,100.0
bands,1,1.0,160.674066,100.0
bank,4,1.0,162.0961185,100.0
banquet,2,0.0,45.734987000000004,0.0
bare,1,1.0,129.046964,100.0
bark,1,0.0,27.285958,0.0
barley,2,0.5,103.0992535,50.0
barren,4,1.0,125.58147375,100.0
barrenness,2,0.0,61.178733,0.0
base,3,1.0,124.66077233333333,100.0
basket,3,1.0,176.62193266666668,100.0
baskets,2,1.0,186.038382,100.0
bdellium,1,1.0,103.917379,100.0
be,384,0.953125,134.25955626302084,95.3125
bear,1,1.0,195.627736,100.0
bearing,4,0.75,159.0283245,75.0
beast,8,1.0,192.6562185,100.0
beasts,21,0.8571428571428571,141.5212967142857,85.71428571428571
beautiful,12,0.5,113.71361333333334,50.0
beauty,4,0.25,59.07406425,25.0
became,42,0.8333333333333334,143.0342117142857,83.33333333333334
because,80,0.675,146.2509784,67.5
become,17,0.8823529411764706,146.83709511764707,88.23529411764706
bed,5,1.0,132.6782934,100.0
bedding,1,1.0,152.259096,100.0
bedroom,1,1.0,129.026223,100.0
been,49,0.9387755102040817,129.14386540816326,93.87755102040816
befall,2,0.5,83.517494,50.0
befallen,2,1.0,119.413673,100.0
befell,1,0.0,36.983415,0.0
before,76,0.8552631578947368,140.46842460526318,85.52631578947368
beforehand,2,1.0,169.73602849999997,100.0
beg,16,0.9375,121.232114875,93.75
began,13,0.8461538461538461,129.1330706923077,84.61538461538461
begged,1,1.0,125.671346,100.0
beginning,59,0.7627118644067796,133.6867286779661,76.27118644067797
begotten,3,0.3333333333333333,56.53620899999999,33.33333333333333
begun,5,1.0,148.4496136,100.0
behalf,8,0.5,96.8719435,50.0
behave,2,1.0,125.87755899999999,100.0
behind,18,0.9444444444444444,151.89030083333333,94.44444444444444
behold,27,0.9259259259259259,140.4209987037037,92.5925925925926
being,32,0.90625,176.66943040625,90.625
believe,14,0.7142857142857143,125.91135514285715,71.42857142857143
believed,3,0.6666666666666666,138.52290933333333,66.66666666666666
belong,3,1.0,153.41837633333333,100.0
belonged,4,1.0,161.562367,100.0
belongs,1,1.0,172.709519,100.0
bend,1,1.0,130.592185,100.0
beneath,1,1.0,167.790635,100.0
bent,1,1.0,184.149704,100.0
bereaved,2,0.5,101.78459000000001,50.0
beseeched,1,0.0,59.314899,0.0
beside,1,1.0,164.406035,100.0
besides,2,1.0,138.5693485,100.0
best,5,1.0,160.25186300000001,100.0
bestowed,1,1.0,97.337963,100.0
bestows,1,1.0,136.475646,100.0
better,3,1.0,137.11585,100.0
between,36,0.9444444444444444,135.52961711111112,94.44444444444444
beware,1,1.0,149.439722,100.0
beyond,13,1.0,166.34182061538462,100.0
binding,2,1.0,170.907086,100.0
birds,14,1.0,142.80908635714286,100.0
birth,34,0.8529411764705882,138.46228135294118,85.29411764705883
birthday,1,1.0,147.967493,100.0
birthright,2,1.0,111.73285200000001,100.0
biting,1,1.0,163.374617,100.0
bitterness,1,1.0,124.819408,100.0
bitumen,1,1.0,79.892749,100.0
black,2,1.0,137.3712405,100.0
blame,1,0.0,59.185141,0.0
blanket,1,0.0,20.505434,0.0
bleary,1,1.0,104.935225,100.0
blemish,1,0.0,70.928707,0.0
blemished,3,0.6666666666666666,116.12676266666666,66.66666666666666
blemishes,1,1.0,127.229707,100.0
bless,23,0.9565217391304348,135.7350347826087,95.65217391304348
blessed,37,0.9459459459459459,144.5273952972973,94.5945945945946
blesses,1,1.0,144.487496,100.0
blessing,15,0.8,136.99146526666667,80.0
blessings,8,0.375,94.738608625,37.5
blight,2,1.0,166.3331695,100.0
blind,1,1.0,159.273702,100.0
blindness,1,1.0,137.500041,100.0
blocking,1,0.0,59.02135,0.0
blood,24,0.9583333333333334,138.22369154166668,95.83333333333334
bloody,2,1.0,134.8457565,100.0
blow,1,1.0,98.715742,100.0
bodies,2,1.0,142.1730485,100.0
body,1,1.0,93.957781,100.0
boiled,4,0.5,127.4133695,50.0
boldly,2,1.0,135.0857595,100.0
bone,3,0.3333333333333333,72.720829,33.33333333333333
bones,4,1.0,163.95035475,100.0
book,5,0.8,115.77782099999999,80.0
borders,5,0.8,128.9266336,80.0
bore,33,0.9090909090909091,137.95341678787878,90.9090909090909
born,34,0.9705882352941176,122.51681202941175,97.05882352941177
borne,3,1.0,143.956649,100.0
bosom,4,1.0,138.34049349999998,100.0
both,32,0.9375,154.3505588125,93.75
bought,12,0.75,138.33759766666665,75.0
bound,5,1.0,186.53867580000002,100.0
bounty,1,0.0,51.055965,0.0
bow,5,1.0,106.9780538,100.0
bowed,2,0.5,101.65406949999999,50.0
bowing,2,1.0,143.090427,100.0
bowl,1,1.0,116.788518,100.0
boy,26,0.8846153846153846,134.25482515384616,88.46153846153845
boys,3,1.0,170.87827033333335,100.0
bracelet,2,0.5,65.4989585,50.0
bracelets,3,1.0,107.54232266666668,100.0
branch,1,1.0,164.183804,100.0
branches,7,0.8571428571428571,142.027693,85.71428571428571
brass,3,0.3333333333333333,75.78277966666667,33.33333333333333
bread,32,0.9375,162.6042475625,93.75
breadth,1,1.0,164.996148,100.0
break,1,1.0,200.544813,100.0
breaking,1,0.0,66.237252,0.0
breast,3,1.0,181.11239666666665,100.0
breasts,1,1.0,155.073767,100.0
breath,4,0.75,149.6544275,75.0
breathed,1,1.0,197.78483,100.0
breeze,1,1.0,144.970689,100.0
brick,1,1.0,75.15764,100.0
bricks,8,0.875,134.337863625,87.5
briefly,1,0.0,50.004197,0.0
bring,23,0.8695652173913043,164.2328300869565,86.95652173913044
bringing,1,1.0,203.625371,100.0
broke,1,1.0,188.123694,100.0
brother,87,0.9655172413793104,179.4580549770115,96.55172413793103
brothers,81,0.7283950617283951,130.9029074074074,72.8395061728395
brought,53,0.8867924528301887,182.16550967924528,88.67924528301887
bruising,1,1.0,164.207271,100.0
buds,1,1.0,136.66637,100.0
build,1,1.0,136.472667,100.0
building,1,1.0,189.116783,100.0
buildings,2,0.5,110.5073665,50.0
built,13,0.7692307692307693,107.84783300000001,76.92307692307693
bulls,1,1.0,68.183827,100.0
bulrushes,1,1.0,82.676118,100.0
bundle,1,1.0,115.015055,100.0
burden,2,1.0,130.58399250000002,100.0
burdened,1,0.0,47.875664,0.0
burdening,1,1.0,135.178416,100.0
burdens,2,1.0,120.89210299999999,100.0
burial,2,1.0,161.0224125,100.0
buried,13,1.0,160.325279,100.0
burn,1,1.0,111.567817,100.0
burned,2,1.0,145.98747,100.0
burning,4,0.75,127.87701925,75.0
burnt,2,0.5,73.9111615,50.0
bury,9,0.8888888888888888,114.09790155555555,88.88888888888889
burying,1,1.0,98.575084,100.0
bush,4,1.0,167.61110250000002,100.0
but,34,0.9705882352941176,146.43325317647057,97.05882352941177
butter,1,1.0,128.422567,100.0
buy,12,1.0,103.27401675,100.0
buyers,1,1.0,142.424626,100.0
by,146,1.0,123.51297797945206,100.0
calamity,1,1.0,129.168577,100.0
calf,2,1.0,171.23564149999999,100.0
call,9,1.0,119.30170533333333,100.0
called,117,0.9316239316239316,135.2269871965812,93.16239316239316
calling,3,0.6666666666666666,119.39078966666666,66.66666666666666
came,40,0.9,148.26582765,90.0
camel,2,0.5,119.881899,50.0
camels,22,1.0,134.5802140909091,100.0
camp,3,0.6666666666666666,110.72623633333335,66.66666666666666
can,15,0.8666666666666667,131.58982673333333,86.66666666666667
cannot,7,1.0,139.6489542857143,100.0
captive,3,1.0,153.16729366666667,100.0
captives,1,1.0,137.939681,100.0
carcasses,1,1.0,138.630876,100.0
careful,1,1.0,165.274276,100.0
carried,9,0.8888888888888888,146.42917844444443,88.88888888888889
carry,11,1.0,124.43360363636363,100.0
carrying,6,0.6666666666666666,123.447999,66.66666666666666
case,1,1.0,125.039315,100.0
cast,14,0.9285714285714286,152.45877492857144,92.85714285714286
cattle,24,0.9166666666666666,131.38360870833333,91.66666666666666
caught,2,0.5,119.47832,50.0
cause,8,0.875,180.74471525,87.5
caused,15,0.9333333333333333,192.2736002,93.33333333333333
causing,1,1.0,167.658282,100.0
cave,9,1.0,172.78431144444443,100.0
cease,3,1.0,129.85494333333335,100.0
ceased,10,0.9,131.0333159,90.0
ceases,1,1.0,181.760344,100.0
celebrate,4,1.0,164.86415525,100.0
celebrating,1,1.0,178.025079,100.0
ceremonies,2,1.0,146.324774,100.0
certain,5,1.0,158.611595,100.0
chaff,2,1.0,152.6948955,100.0
chains,3,1.0,205.53665966666668,100.0
chamber,1,1.0,135.158445,100.0
change,1,1.0,198.137425,100.0
changed,5,1.0,187.0549298,100.0
changing,2,1.0,189.61979150000002,100.0
charge,3,1.0,172.510189,100.0
chariot,3,1.0,198.70134900000002,100.0
chariots,6,1.0,171.1257035,100.0
cheated,1,1.0,219.129274,100.0
chief,7,1.0,155.1495187142857,100.0
child,2,1.0,154.6332745,100.0
children,12,0.8333333333333334,144.58121358333332,83.33333333333334
choose,3,1.0,143.30707033333331,100.0
chose,2,1.0,188.61777899999998,100.0
chosen,2,1.0,140.90910200000002,100.0
circle,1,1.0,168.522152,100.0
circumcise,2,0.5,106.2809335,50.0
circumcised,13,0.9230769230769231,114.16017746153847,92.3076923076923
circumcision,2,1.0,128.4778195,100.0
circumvented,1,1.0,133.561411,100.0
cistern,5,1.0,139.3577038,100.0
cities,9,1.0,171.0517188888889,100.0
city,37,0.918918918918919,132.0520317027027,91.8918918918919
claim,3,1.0,205.67718633333334,100.0
clay,2,1.0,163.385962,100.0
clean,3,1.0,198.878722,100.0
cleansed,1,0.0,38.332338,0.0
clear,1,1.0,208.321486,100.0
clearly,1,0.0,68.355429,0.0
climbed,1,1.0,152.407148,100.0
climbing,3,0.6666666666666666,131.20302566666666,66.66666666666666
cling,2,1.0,128.365111,100.0
cloak,7,0.5714285714285714,129.47937271428572,57.14285714285714
cloaks,1,0.0,32.370851,0.0
close,5,0.8,155.3570826,80.0
closed,7,0.8571428571428571,140.19886485714287,85.71428571428571
closely,1,1.0,167.952033,100.0
closer,1,1.0,162.725856,100.0
clothed,5,0.2,67.743414,20.0
clothing,3,1.0,216.05649733333334,100.0
cloud,2,0.5,106.152887,50.0
clouded,1,1.0,208.642953,100.0
clouds,4,1.0,186.13926975,100.0
cloudy,1,1.0,191.719983,100.0
coasts,1,1.0,117.066633,100.0
coffin,1,1.0,132.46562,100.0
coins,1,1.0,189.723104,100.0
cold,1,1.0,145.203153,100.0
collect,1,1.0,133.934413,100.0
collected,1,1.0,135.067672,100.0
color,3,1.0,168.131027,100.0
colors,3,1.0,134.908718,100.0
colt,1,0.0,21.814456,0.0
come,29,1.0,154.68169534482757,100.0
coming,12,0.9166666666666666,160.16491083333332,91.66666666666666
command,3,0.6666666666666666,111.04356533333333,66.66666666666666
commanded,5,1.0,151.971676,100.0
commander,1,1.0,151.631437,100.0
commandment,1,1.0,163.377067,100.0
commandments,3,0.6666666666666666,112.33464066666666,66.66666666666666
commands,2,1.0,174.1956035,100.0
commit,1,1.0,130.521315,100.0
committed,2,0.5,81.2628515,50.0
common,2,1.0,140.90153850000002,100.0
companies,5,0.4,120.15234659999999,40.0
companion,4,0.75,154.4277975,75.0
companions,1,1.0,196.588701,100.0
company,5,0.8,136.5743116,80.0
comparable,1,1.0,119.397249,100.0
compared,1,0.0,83.970485,0.0
compassionate,1,1.0,154.697601,100.0
compassions,1,0.0,26.612577,0.0
compel,1,0.0,30.038923,0.0
compelled,2,1.0,142.300836,100.0
compelling,1,1.0,172.248181,100.0
complete,2,1.0,161.86531150000002,100.0
completed,15,1.0,169.99246453333333,100.0
completing,1,0.0,59.597596,0.0
composed,1,1.0,150.052181,100.0
comprehend,7,0.8571428571428571,163.155886,85.71428571428571
conceal,2,0.5,108.473931,50.0
conceive,6,0.8333333333333334,120.773748,83.33333333333334
conceived,94,0.9361702127659575,147.5293514787234,93.61702127659575
conceiving,2,1.0,149.55066399999998,100.0
conception,1,1.0,161.373628,100.0
conceptions,2,1.0,168.71375,100.0
concerning,4,1.0,127.51052325,100.0
concubine,4,0.75,100.32536375,75.0
concubines,1,1.0,129.791345,100.0
condition,2,1.0,156.96531149999998,100.0
confess,4,1.0,114.68070800000001,100.0
confidently,1,1.0,148.505489,100.0
confined,1,1.0,79.2249,100.0
confirmed,2,1.0,147.555429,100.0
conflict,1,1.0,128.647219,100.0
confound,1,1.0,173.591032,100.0
confounded,1,0.0,104.083186,0.0
confused,1,1.0,160.063896,100.0
conscience,1,1.0,164.907816,100.0
consecrate,1,1.0,159.034739,100.0
consenting,2,0.0,71.136584,0.0
consider,3,1.0,166.20592966666666,100.0
considered,3,0.3333333333333333,111.24396133333333,33.33333333333333
considering,1,1.0,146.985359,100.0
consolation,4,0.75,137.103566,75.0
console,1,1.0,155.763517,100.0
consoled,1,0.0,46.305755,0.0
consult,1,1.0,148.460871,100.0
consulted,1,0.0,50.945361,0.0
consume,11,1.0,161.95503654545453,100.0
consumed,9,0.7777777777777778,126.10266922222223,77.77777777777779
contain,1,1.0,128.656531,100.0
contemplating,1,0.0,96.786269,0.0
contempt,2,1.0,128.43085,100.0
contend,2,0.0,45.75146650000001,0.0
contention,1,1.0,142.807485,100.0
continue,4,1.0,170.370854,100.0
continued,8,0.875,150.588340125,87.5
continuing,2,1.0,154.75671,100.0
continuously,1,1.0,152.764371,100.0
contrary,2,0.5,80.519662,50.0
cooked,2,0.5,123.3872505,50.0
corrupted,3,1.0,139.14260633333333,100.0
could,8,1.0,222.46104037499998,100.0
counsel,4,0.75,112.3685895,75.0
countenance,2,0.0,76.4889315,0.0
country,1,1.0,193.936673,100.0
